,names,reviews,ratings,date
3665,fxf.001,جمييييل جدااا حبيته صراحهههه😫😫,Rated 5 stars out of five stars,"September 14, 2022"
3666,Chris Conlon,Lovely app 👌 😊 😍,Rated 5 stars out of five stars,"September 2, 2022"
3667,alexxa 1,my favourite,Rated 5 stars out of five stars,"September 22, 2022"
3668,SAIKI,it's bad,Rated 1 stars out of five stars,"September 20, 2022"
3669,All Eyez On Houston 713,it's fun,Rated 5 stars out of five stars,"September 4, 2022"
3670,전진,Great app💟,Rated 5 stars out of five stars,"September 19, 2022"
3671,L'M,It's nice,Rated 5 stars out of five stars,"September 20, 2022"
3672,Loogee Abdo,It's good,Rated 4 stars out of five stars,"September 17, 2022"
3673,Malyn,Very bad,Rated 1 stars out of five stars,"September 12, 2022"
3674,Lindsey Erickson,I love i5,Rated 5 stars out of five stars,"September 9, 2022"
3675,Fatima Ameer,Best,Rated 5 stars out of five stars,"September 20, 2022"
3676,Tota Mohamed,good,Rated 5 stars out of five stars,"September 20, 2022"
3677,Kiesh M,Good,Rated 5 stars out of five stars,"September 7, 2022"
3678,hzisjsj vdhshhs,ماجاني تحديث الكتابة ليه,Rated 5 stars out of five stars,"September 14, 2022"
3679,Izzet Rozan Harits,TERIMAKASIH BANYAK LOCKET,Rated 5 stars out of five stars,"September 13, 2022"
3680,윤김제이,Pretty good,Rated 4 stars out of five stars,"September 17, 2022"
3681,Alia Mahmoud Hassan,so good,Rated 5 stars out of five stars,"September 12, 2022"
3682,Jomari Fabros,Nice app,Rated 5 stars out of five stars,"September 17, 2022"
3683,Ilham Whoo,very nice,Rated 5 stars out of five stars,"September 4, 2022"
3684,Rzan Alshaer,nice app,Rated 5 stars out of five stars,"September 9, 2022"
3685,Candy Neff (Candy),hot sexy,Rated 5 stars out of five stars,"September 22, 2022"
3686,Demiana nam,so soft,Rated 5 stars out of five stars,"September 7, 2022"
3687,Lorgan Shaquille,cool app,Rated 4 stars out of five stars,"September 4, 2022"
3688,kianah,its cool,Rated 4 stars out of five stars,"September 8, 2022"
3689,Arte•,slow,Rated 1 stars out of five stars,"September 24, 2022"
3690,Asa Mitchell,love it,Rated 5 stars out of five stars,"September 8, 2022"
3691,Hi,i love it,Rated 5 stars out of five stars,"September 18, 2022"
3692,Candice Cipriana Guevara,nice,Rated 5 stars out of five stars,"September 16, 2022"
3693,thv. kim taehuyng,nice,Rated 5 stars out of five stars,"September 20, 2022"
3694,Javier Escuella,nice,Rated 5 stars out of five stars,"September 4, 2022"
3695,asma 000,nice,Rated 5 stars out of five stars,"September 17, 2022"
3696,Jowan Alwajeeh,💖😊😊❤️😊,Rated 5 stars out of five stars,"September 9, 2022"
3697,Bayan,التصوير مربعات !!!,Rated 2 stars out of five stars,"September 17, 2022"
3698,Bumble_Crumble,🤌👍👏,Rated 5 stars out of five stars,"September 18, 2022"
3699,FleeKunGz,ดีทุกอย่าง แต่เสียดายเวอร์ชั่นทาง ios นำไปก่อน android ค่อยตามทีหลัง อยากให้อัปเดตพร้อมกันมากๆครับ,Rated 4 stars out of five stars,"September 7, 2022"
3700,danijah burd,very interactive,Rated 5 stars out of five stars,"September 22, 2022"
3701,Mary Justinne,Late updates,Rated 3 stars out of five stars,"September 3, 2022"
3702,The slime brothers,Is kak,Rated 1 stars out of five stars,"September 13, 2022"
3703,rafaa H,👍🏻👍🏻,Rated 5 stars out of five stars,"September 22, 2022"
3704,٠サラ,✨نايس✨,Rated 5 stars out of five stars,"September 10, 2022"
3705,همس الحربي,مواح,Rated 5 stars out of five stars,"September 10, 2022"
3706,M.Alaghbri,واوو,Rated 5 stars out of five stars,"October 10, 2022"
3707,Faila Zahra,ok,Rated 5 stars out of five stars,"September 14, 2022"
3708,NAWAF ASN,wow,Rated 5 stars out of five stars,"November 19, 2022"
3709,Reem,يجنن,Rated 5 stars out of five stars,"September 27, 2022"
3710,Allys Fernández,Buena,Rated 5 stars out of five stars,"September 16, 2022"
3711,خميس السعدي,جميل,Rated 5 stars out of five stars,"September 9, 2022"
3712,Rjaa Tije,YASH,Rated 5 stars out of five stars,"September 20, 2022"
3713,Hoang Duc,jice,Rated 5 stars out of five stars,"September 13, 2022"
3714,Jenny Rose Elarmo,nnn,Rated 5 stars out of five stars,"September 5, 2022"
3715,Ruth Harris,Slayyyy,Rated 5 stars out of five stars,"November 25, 2022"
3716,Thúy Ái Tạ,filter,Rated 4 stars out of five stars,"September 27, 2022"
3717,Lorence Adlit,ok,Rated 4 stars out of five stars,"September 17, 2022"
3718,Diamond Airplane,vased,Rated 4 stars out of five stars,"September 19, 2022"
3719,iman amani,okayyy,Rated 3 stars out of five stars,"September 11, 2022"
3720,areej 0,نابي,Rated 4 stars out of five stars,"September 16, 2022"
3721,tk _takr,💋,Rated 5 stars out of five stars,"September 21, 2022"
3722,Lyan Ah,✨✨,Rated 5 stars out of five stars,"September 20, 2022"
3723,hope- Pink,♡♡,Rated 5 stars out of five stars,"September 22, 2022"
3724,Ghina,💓💓,Rated 5 stars out of five stars,"September 23, 2022"
3725,Noran Sejeddia,سيء لو تبعتو شي بالغلط مارح تقدروا تمسحو👍🏻,Rated 1 stars out of five stars,"August 29, 2022"
3726,Planetarium _,ระบบไม่สเถียรครับ รบกวนทางฝ่ายควบคุมดูแลมาแก้ไขให้หน่อยนะครับ,Rated 1 stars out of five stars,"August 31, 2022"
3727,Akinloluwa Olajolo,very nice💞💞,Rated 5 stars out of five stars,"August 30, 2022"
3728,:O,so cute,Rated 5 stars out of five stars,"August 27, 2022"
3729,Mukhtar Albalushi,Camera issues,Rated 1 stars out of five stars,"September 4, 2022"
3730,Ghith Ibrahim,Good,Rated 5 stars out of five stars,"August 30, 2022"
3731,Deezluis,Fun,Rated 5 stars out of five stars,"September 1, 2022"
3732,Riham Habsi,Good app,Rated 5 stars out of five stars,"August 25, 2022"
3733,Amal Ahmed,very good,Rated 5 stars out of five stars,"September 8, 2022"
3734,Faysal Hussin,التطبيق بنظام الاندرويد سيء,Rated 2 stars out of five stars,"August 29, 2022"
3735,B,perfect,Rated 5 stars out of five stars,"August 27, 2022"
3736,Praise Idahosa,Nice,Rated 5 stars out of five stars,"August 25, 2022"
3737,Rahma omar omar,حبيت يجنن 👍🏼💗💗💗💗,Rated 5 stars out of five stars,"August 26, 2022"
3738,Muna ali Kl zogg,التطبيق حلو جداا و رايع بس مشكلته التحديثات اغلبهم للايفون يعني لو يخلونه للاندرويد حتى افضل وكمان لو خلوه بدون نت افضل يعني نقدر نرسل الصور حتى لو مو موجود النت بيطلع التطبيق حلوو,Rated 3 stars out of five stars,"September 15, 2022"
3739,a3_5mf,çok güzel,Rated 5 stars out of five stars,"September 1, 2022"
3740,manusia ʕ •ᴥ•ʔ,suka bangeettt,Rated 5 stars out of five stars,"August 26, 2022"
3741,Noor Nabhani,وي,Rated 5 stars out of five stars,"September 3, 2022"
3742,txt moa,يجنننن,Rated 5 stars out of five stars,"September 1, 2022"
3743,MOHANED MOHAMED,nicccccveeeeeee,Rated 5 stars out of five stars,"August 29, 2022"
3744,Adeem,جميل,Rated 5 stars out of five stars,"September 4, 2022"
3745,Mahjoub Raja,S’il vous plaît pourquoi l’application n’est pas satisfaite de travailler pour moi Je ne sais pas pourquoi si vous s’il vous plaît je veux que quelqu’un me contacte à cause de ce problème et je suis très ennuyé par cela,Rated 5 stars out of five stars,"September 2, 2022"
3746,Zachary L,it ku,Rated 3 stars out of five stars,"August 30, 2022"
3747,kiki pyt,❤,Rated 5 stars out of five stars,"September 5, 2022"
3748,توتو,حلو,Rated 5 stars out of five stars,"September 12, 2022"
3749,putra luthfil,😘,Rated 5 stars out of five stars,"August 26, 2022"
3750,kermit the frog,it's good,Rated 5 stars out of five stars,"August 21, 2022"
3751,Ee,dogshit app,Rated 1 stars out of five stars,"August 21, 2022"
3752,YOUBASTARDS,good,Rated 5 stars out of five stars,"August 23, 2022"
3753,HANMA SUJI,Good,Rated 5 stars out of five stars,"August 18, 2022"
3754,Maulana Risyad,good,Rated 5 stars out of five stars,"August 22, 2022"
3755,Ambo Zakk,ayang dh hilang,Rated 5 stars out of five stars,"November 13, 2022"
3756,ليفاي احلى شغالةUvU,Nice app,Rated 5 stars out of five stars,"August 22, 2022"
3757,Iil Yay,I love it,Rated 5 stars out of five stars,"August 23, 2022"
3758,Keyoz,Love it,Rated 5 stars out of five stars,"September 29, 2022"
3759,Řêhãm ÅŁjâľalý,Nice,Rated 5 stars out of five stars,"September 4, 2022"
3760,Kiki ال جوو,واو بجد 🥺,Rated 5 stars out of five stars,"August 27, 2022"
3761,بنات بن يحي,جميلل,Rated 5 stars out of five stars,"September 5, 2022"
3762,Leen Hussain,حلوووو,Rated 5 stars out of five stars,"August 21, 2022"
3763,Azri Hamdan,op,Rated 5 stars out of five stars,"September 17, 2022"
3764,Malak Sam,❤,Rated 5 stars out of five stars,"August 24, 2022"
3765,María Alejandra Moreno Caballero,"Buena app pero si tienes android no puedes poner un widget para cada persona, es uno para todos y eso no esta tan chido",Rated 3 stars out of five stars,"August 8, 2022"
3766,ameer nabhan,تطبيق رائع بمعنى الكلمة ❤,Rated 4 stars out of five stars,"August 11, 2022"
3767,Ghali GSA,جميلللل لكن ودي أضيف شي يعني لوسمحتو خلوه زيه زي الايفون بليز,Rated 5 stars out of five stars,"August 15, 2022"
3768,Tyana Baez,estaría mejor si pudiéramos subir fotos desde galería,Rated 4 stars out of five stars,"August 8, 2022"
3769,Thuraya Fahad,الكاميرا غير جيده والواجه ليست جيده أيضا,Rated 1 stars out of five stars,"August 12, 2022"
3770,A.,Good,Rated 5 stars out of five stars,"August 12, 2022"
3771,ERYKAL,دعم الاندرويد خايس,Rated 3 stars out of five stars,"August 17, 2022"
3772,Hagar Abdelaleem,I love it,Rated 5 stars out of five stars,"August 17, 2022"
3773,Hawaa Alaa,우 영 우🐋😭🤍,Rated 5 stars out of five stars,"August 16, 2022"
3774,Tomeka “Meka Chicka” Thomas,Slow,Rated 2 stars out of five stars,"August 18, 2022"
3775,Mila Jilingisi,nice,Rated 3 stars out of five stars,"August 19, 2022"
3776,علا التميمي,Niceeeeeeee,Rated 5 stars out of five stars,"August 21, 2022"
3777,Atyaf Al-Qahtani,Gooood,Rated 5 stars out of five stars,"August 8, 2022"
3778,Taym Salman,good,Rated 4 stars out of five stars,"August 15, 2022"
3779,Yara Alharbi,♡♡ :)),Rated 5 stars out of five stars,"August 7, 2022"
3780,Retal Ali,جميل جداً 😍😍😍,Rated 5 stars out of five stars,"August 14, 2022"
3781,Endless,suck dic,Rated 5 stars out of five stars,"August 18, 2022"
3782,Thelife HUAWEI,احتاج اصدقاء,Rated 5 stars out of five stars,"August 12, 2022"
3783,Jujiy Queen,وايددد حلووو,Rated 5 stars out of five stars,"August 13, 2022"
3784,Kayan Alzhrany,قميللل قدااا,Rated 5 stars out of five stars,"August 15, 2022"
3785,Сергей Юрков,DEADLINE EXCEEDED,Rated 1 stars out of five stars,"August 15, 2022"
3786,Aaron Delos santos,Cutieeeee,Rated 5 stars out of five stars,"August 13, 2022"
3787,Kenia Reid,it aii,Rated 5 stars out of five stars,"August 19, 2022"
3788,Roy Protacio,ganda,Rated 5 stars out of five stars,"August 9, 2022"
3789,eman marouf,😭💖💖💖💖😭💖😭💖😭💖😭😭💖😭💖💖😭😭,Rated 5 stars out of five stars,"August 9, 2022"
3790,Charity Mukonde,kikikiki,Rated 4 stars out of five stars,"August 22, 2022"
3791,ريتال احمد,الجوده مره حلوه والتصوير خرافي,Rated 5 stars out of five stars,"August 12, 2022"
3792,Adjie Farhan,Problems! always!,Rated 1 stars out of five stars,"August 3, 2022"
3793,Даниил Самойлов,У приложения нет кнопок. Как пользоваться?...,Rated 1 stars out of five stars,"July 30, 2022"
3794,Sadiq Adegunwa,good,Rated 5 stars out of five stars,"July 31, 2022"
3795,Talal,good,Rated 5 stars out of five stars,"August 1, 2022"
3796,Memo Z,cool one,Rated 5 stars out of five stars,"August 7, 2022"
3797,Amelia Brown,nice app,Rated 5 stars out of five stars,"August 6, 2022"
3798,Joan Mwirotsi,love it,Rated 4 stars out of five stars,"September 13, 2022"
3799,hello kitty,i love it,Rated 5 stars out of five stars,"August 7, 2022"
3800,Rasha Alkhalifah,So perfeikf ✨,Rated 5 stars out of five stars,"September 3, 2022"
3801,سجى,جميل جدا 💋,Rated 5 stars out of five stars,"August 14, 2022"
3802,فَـٰـٱطـمـهہۛ,شقاقي,Rated 5 stars out of five stars,"August 2, 2022"
3803,cameron minor,kklil,Rated 5 stars out of five stars,"August 1, 2022"
3804,Farraz alvaro,koncol,Rated 5 stars out of five stars,"August 7, 2022"
3805,Aisha,يجنن,Rated 5 stars out of five stars,"July 30, 2022"
3806,H E B A,اتمنى انهم ينزلون التحديثات للاندرويد بسرعة لان مو معقوله انا اصور احلا صورة بحياتي ويعلق ويحذفها ويوم اصور صورة خايسة يعلق ويرسلها الرجاء تحديثه وجعله يحفظ الصور حتى لو مافي نت بعدين ينزلها بالنت الوضع أصبح لا يطاق,Rated 3 stars out of five stars,"August 4, 2022"
3807,Conni,perfecttttt !!!!!!!!!!!!,Rated 5 stars out of five stars,"August 5, 2022"
3808,جوجو كيدس,نبي تحديث للوكيت فلاش وزوز لكامره السلفية نبي متل ايفون زوم وإضاءة للاندرويد بليزز 👍🏻♥️,Rated 5 stars out of five stars,"July 13, 2022"
3809,Aseel Omari,رهيب اغلب تحديثاته ما تطلع الا بايفون وبعديين تطلع بالاندوريد,Rated 5 stars out of five stars,"August 14, 2022"
3810,تكنو 64,هو حلو لكن كل م احدثه م يتحدث مدري كيف,Rated 2 stars out of five stars,"August 3, 2022"
3811,Mohamed Arbab,ما شاء الله استمروا فكرة ممتازة ،تطبيق رائع,Rated 5 stars out of five stars,"July 20, 2022"
3812,Mae Belle Dio,kasi nakikita ko si krass dito hwhhe,Rated 5 stars out of five stars,"July 24, 2022"
3813,I'm a tomboy,انها جوميل جدا 💋🥺😂😔💋🤡💔🤡😂😔😂😔❎😔,Rated 5 stars out of five stars,"July 27, 2022"
3814,Rukky Okor,really fun,Rated 5 stars out of five stars,"July 24, 2022"
3815,AISH Alhajri,very slow,Rated 3 stars out of five stars,"July 31, 2022"
3816,Khouloud Ack,Not good,Rated 1 stars out of five stars,"July 29, 2022"
3817,4kluna,Very fantastic,Rated 5 stars out of five stars,"July 30, 2022"
3818,Angeline Nasayao,cute,Rated 5 stars out of five stars,"July 23, 2022"
3819,arwa44 madinah,Cool,Rated 5 stars out of five stars,"July 13, 2022"
3820,Toe_ Neo,good,Rated 4 stars out of five stars,"July 26, 2022"
3821,kaweewat p,good,Rated 4 stars out of five stars,"July 19, 2022"
3822,Okwuchukwu Chiagozie,Nice,Rated 5 stars out of five stars,"July 18, 2022"
3823,7ixle,"Zoom,fox",Rated 5 stars out of five stars,"July 20, 2022"
3824,Cry Over,يعلق عندديي!!!,Rated 1 stars out of five stars,"July 14, 2022"
3825,Glen Okoth,I like it,Rated 4 stars out of five stars,"July 27, 2022"
3826,Idyllic,جمييل,Rated 4 stars out of five stars,"July 15, 2022"
3827,x 1,التطبيق سيئ,Rated 1 stars out of five stars,"July 12, 2022"
3828,ركاد منصور الدوسري,Coolll👍,Rated 5 stars out of five stars,"July 27, 2022"
3829,Alivia,👍🏽,Rated 5 stars out of five stars,"July 16, 2022"
3830,Mariam Alalawi,حلو,Rated 5 stars out of five stars,"July 23, 2022"
3831,JK,كول,Rated 5 stars out of five stars,"July 20, 2022"
3832,رهف محمد,حلو,Rated 5 stars out of five stars,"July 28, 2022"
3833,Ellisha Waine Mendoza,Goodd,Rated 5 stars out of five stars,"November 23, 2022"
3834,Yara Al_asmri,واا,Rated 5 stars out of five stars,"July 13, 2022"
3835,Haneen Mezher,❤❤,Rated 5 stars out of five stars,"July 25, 2022"
3836,Royce Johnson,😍😍😍😍,Rated 5 stars out of five stars,"August 1, 2022"
3837,LUJAIN,فيه اخطاء كثير ويس يعلق,Rated 1 stars out of five stars,"June 26, 2022"
3838,Andrea Tropa,"pa add po filter, sa filter nlng kme gumaganda eh.",Rated 1 stars out of five stars,"June 28, 2022"
3839,Sulaiman Altamimi,مره حلو لو تبون تهبدون,Rated 5 stars out of five stars,"July 11, 2022"
3840,mano wbass,we need send video البرنامج جميل لكن ينقصه تصوير الفديو ولايوجد زوم ولا فوكس,Rated 2 stars out of five stars,"June 28, 2022"
3841,STRAY KIDS,حلو بس ليت اقدر ابلك اختي,Rated 5 stars out of five stars,"August 16, 2022"
3842,Mia,So sweet,Rated 5 stars out of five stars,"July 13, 2022"
3843,Zainab Alawadhi,so cute,Rated 5 stars out of five stars,"July 12, 2022"
3844,Lornah Njoki,best,Rated 5 stars out of five stars,"June 27, 2022"
3845,Johnrick Maravilla,good,Rated 5 stars out of five stars,"June 25, 2022"
3846,41 ฐิติพงศ์ พุฒตาล,good,Rated 5 stars out of five stars,"July 12, 2022"
3847,Gehad Elshahatツ,good,Rated 5 stars out of five stars,"June 27, 2022"
3848,90 sky,good,Rated 5 stars out of five stars,"July 1, 2022"
3849,شهد الحياه الشريف,nice ✨✨✨,Rated 5 stars out of five stars,"July 2, 2022"
3850,Melanie Risley,amazing ❤❤❤,Rated 5 stars out of five stars,"June 26, 2022"
3851,Tabarak,soo cool,Rated 5 stars out of five stars,"July 6, 2022"
3852,Felix Dunmade,its cool,Rated 3 stars out of five stars,"July 1, 2022"
3853,Hworen,Bad,Rated 1 stars out of five stars,"July 10, 2022"
3854,skettex,goofy,Rated 5 stars out of five stars,"June 25, 2022"
3855,Kada Isaac,slow,Rated 1 stars out of five stars,"July 5, 2022"
3856,Niyane Sama,cute,Rated 5 stars out of five stars,"July 3, 2022"
3857,"Boniel, Elaine",cute,Rated 4 stars out of five stars,"June 26, 2022"
3858,Sura San,cool,Rated 4 stars out of five stars,"June 26, 2022"
3859,Ro Ro,Nice,Rated 5 stars out of five stars,"July 23, 2022"
3860,Andrew kabiru,nice,Rated 5 stars out of five stars,"July 1, 2022"
3861,Jeje Turnip,ok kemren,Rated 5 stars out of five stars,"July 28, 2022"
3862,MaVewS,เพื่อนน้อย,Rated 4 stars out of five stars,"July 12, 2022"
3863,Ghala Nad,مايكبر ويصغر,Rated 1 stars out of five stars,"June 27, 2022"
3864,SymplyTiana Amadi,i like it😻,Rated 5 stars out of five stars,"June 30, 2022"
3865,Doaa Ahmed,<3👍👍👍👍,Rated 5 stars out of five stars,"July 8, 2022"
3866,B,👍🏼,Rated 5 stars out of five stars,"July 27, 2022"
3867,Sara Ahmad,👍🗿🗿🗿,Rated 5 stars out of five stars,"June 26, 2022"
3868,h chan,يجننن,Rated 5 stars out of five stars,"July 8, 2022"
3869,arry,like it,Rated 5 stars out of five stars,"August 27, 2022"
3870,B,يجننن,Rated 5 stars out of five stars,"July 9, 2022"
3871,L,يجنن,Rated 5 stars out of five stars,"June 29, 2022"
3872,Lwjr MR,ممتازز,Rated 5 stars out of five stars,"June 26, 2022"
3873,Sara Zaid,حالو,Rated 5 stars out of five stars,"July 7, 2022"
3874,Safina Iqbal,hhv,Rated 3 stars out of five stars,"July 10, 2022"
3875,Lama,حلوو,Rated 4 stars out of five stars,"July 5, 2022"
3876,Bella Garkowski,Meh,Rated 3 stars out of five stars,"July 9, 2022"
3877,Joseph Arif,😍,Rated 5 stars out of five stars,"July 11, 2022"
3878,A L I E N,"Um feedback, seria uma ótima opção se dessem acesso as outras câmeras do telefone, para assim enviar a foto com melhor qualidade, ou dar acesso a câmera nativa mesmo, pois a do app não tem foco muito bom ou nitidez, eu por exemplo tenho a câmera nativa instalada e a gcam, se tivesse acesso as duas ou pudesse configurar, seria uma mão na roda, ajudaria demais",Rated 4 stars out of five stars,"June 29, 2022"
3879,Kinan Kinany,👀👀👀👀👀,Rated 5 stars out of five stars,"June 25, 2022"
3880,dani,Podia ter a opção de escrever e desenhar nas fotos!!,Rated 4 stars out of five stars,"June 21, 2022"
3881,Andrew Mills,splendid.,Rated 4 stars out of five stars,"June 18, 2022"
3882,boonie laur,good,Rated 5 stars out of five stars,"June 24, 2022"
3883,La Nn08,الجوده مو حلوه ابدا,Rated 1 stars out of five stars,"June 23, 2022"
3884,gabriela ayala,no me guta,Rated 1 stars out of five stars,"June 20, 2022"
3885,donna yow,making me horni,Rated 5 stars out of five stars,"June 23, 2022"
3886,MUHAMMAD ZULFIKRY,nice,Rated 4 stars out of five stars,"June 21, 2022"
3887,3DOS _3,cool,Rated 5 stars out of five stars,"June 23, 2022"
3888,ader93 ._.,nice,Rated 5 stars out of five stars,"June 21, 2022"
3889,Sidra,مرههه يجنننن 💗💗,Rated 5 stars out of five stars,"June 26, 2022"
3890,tasneem alawaisi,too slowly,Rated 2 stars out of five stars,"June 22, 2022"
3891,Maram tr,خلو نايص,Rated 5 stars out of five stars,"June 19, 2022"
3892,TheNicky13,ILY,Rated 5 stars out of five stars,"June 18, 2022"
3893,Gabriel France,pog,Rated 5 stars out of five stars,"June 24, 2022"
3894,Saad Asaad,يجنن,Rated 5 stars out of five stars,"June 22, 2022"
3895,بـنين عباس عبد المحسن,لطيف,Rated 5 stars out of five stars,"June 24, 2022"
3896,Mare Queen,جايف,Rated 1 stars out of five stars,"June 18, 2022"
3897,احمد بوسعيد,مايفتح,Rated 1 stars out of five stars,"June 23, 2022"
3898,Albane Racine,👍,Rated 5 stars out of five stars,"June 20, 2022"
3899,شهد العتيبي,حلوو بس لليتنا نقدر نحذف الصورة من عند الكل، لان اغلط احيانا واصور بالغلط,Rated 4 stars out of five stars,"June 15, 2022"
3900,Zahraa,ليش ما اگدر أشارك اذا ما عندي نت؟؟؟؟؟؟,Rated 3 stars out of five stars,"June 17, 2022"
3901,MAYA Alharbe,Very nice 🤍,Rated 5 stars out of five stars,"June 23, 2022"
3902,Emille Kyte Facularin,interesting HAHAHA,Rated 5 stars out of five stars,"June 19, 2022"
3903,Nino Setien,"estaría chido que pudieras elegir quienes te salen en la pantalla de inicio, luego quieres ver a tu novio y salen tus amigos🥺",Rated 4 stars out of five stars,"June 16, 2022"
3904,مها,❤️,Rated 5 stars out of five stars,"June 23, 2022"
3905,Raul Lievano,like it,Rated 5 stars out of five stars,"June 17, 2022"
3906,Zeke Swader,steeze,Rated 5 stars out of five stars,"June 17, 2022"
3907,Zahara Sajry,amaazingggg😫😫😫😫😫😫,Rated 5 stars out of five stars,"June 17, 2022"
3908,Karimh aldiani,Goodd👍🏻💗,Rated 5 stars out of five stars,"June 18, 2022"
3909,death,I like it,Rated 5 stars out of five stars,"June 16, 2022"
3910,NORH,so nice,Rated 5 stars out of five stars,"June 15, 2022"
3911,Mobina Saki,I like it,Rated 5 stars out of five stars,"June 15, 2022"
3912,طارق Y6ap,Sms,Rated 1 stars out of five stars,"June 14, 2022"
3913,Yuki Fa,مره شي الكاميره ماتصير فوكس مع جوالي مااادري ليش ياخي زباله و معقد ويعلق,Rated 2 stars out of five stars,"June 16, 2022"
3914,Cody Holman,good,Rated 4 stars out of five stars,"June 15, 2022"
3915,AlinkaLive,"ввожу номер, пишет, что не может отправить код. и так с двумя номерами.",Rated 1 stars out of five stars,"June 10, 2022"
3916,Z Moha,حلو بي ليش ما يمدي اكبر و أصغر,Rated 3 stars out of five stars,"June 9, 2022"
3917,Buthaina Ahmed,ما توصلني رساله التفعيل في كل التحديثات حقت البرنامج :( المشكله توصلني من اي تطبيق ثاني,Rated 1 stars out of five stars,"June 9, 2022"
3918,J,Loved,Rated 5 stars out of five stars,"June 19, 2022"
3919,فرح الماجد,good,Rated 5 stars out of five stars,"June 15, 2022"
3920,ALANOUD,تطبيق حلو ومميز,Rated 5 stars out of five stars,"June 15, 2022"
3921,hi frens,LOVE IT,Rated 5 stars out of five stars,"June 14, 2022"
3922,Maria Rifqi,nice,Rated 5 stars out of five stars,"June 12, 2022"
3923,jeon sooyo,nice,Rated 5 stars out of five stars,"June 14, 2022"
3924,Manar,التطبيق لا يصور بالكاميرا الخلفيه اللتي في هاتفي انه يستخدم العدسه اللتي تصور من القرب فقط أرجو أن يتم حل هذه المشكله,Rated 1 stars out of five stars,"June 12, 2022"
3925,Vintage Microwave,funny app,Rated 5 stars out of five stars,"June 15, 2022"
3926,Danika Griffith,I like it,Rated 5 stars out of five stars,"June 13, 2022"
3927,ماجده الشمري,مرههه حلو,Rated 5 stars out of five stars,"June 15, 2022"
3928,Анастасия Петросянц,Не работает,Rated 1 stars out of five stars,"June 13, 2022"
3929,NORAH WAT,👌🏻,Rated 5 stars out of five stars,"June 12, 2022"
3930,Meshal,❤️,Rated 5 stars out of five stars,"June 14, 2022"
3931,Sharkysop,heat,Rated 3 stars out of five stars,"June 10, 2022"
3932,Wejdan,💘,Rated 5 stars out of five stars,"June 15, 2022"
3933,BATOOL asa,💜,Rated 5 stars out of five stars,"June 9, 2022"
3934,Rawan Khames,私は、彼を愛しています,Rated 5 stars out of five stars,"June 11, 2022"
3935,ilstae v,مافي خاصية الزوم بالاندرويد حدثوه,Rated 4 stars out of five stars,"June 10, 2022"
3936,Asahi Chan,it's cute,Rated 5 stars out of five stars,"June 10, 2022"
3937,Yara Waleed,م يرسل ابدا,Rated 1 stars out of five stars,"June 9, 2022"
3938,Izem,inspiring,Rated 4 stars out of five stars,"June 8, 2022"
3939,محمد محسن,nice,Rated 5 stars out of five stars,"June 11, 2022"
3940,JUMANA,جدا جميل ما شاء الله انصح لا تحملونه .............................................................................................................................................................................. ................,Rated 5 stars out of five stars,"June 12, 2022"
3941,R,رايع,Rated 5 stars out of five stars,"June 20, 2022"
3942,عمران السريحي,التصوير سيء في التطبيقات الأخرى افضل بكثير و المطورين يقللون جدًا من الأندرويد من ناحي المميزات وكذا فرق كبير عن الأيفون هناك الفوكس يمديك تضغط هنا لا و الزوم والأضاءة والرياكشنات كان رح يكون تطبيق جمييل ورائع لكن للأسف,Rated 1 stars out of five stars,"June 9, 2022"
3943,Abdulrahman,اغبي تطبيق للاندرويد على الاطلاق التطبيق لايرسل كود التفعيل سيتم الحذف الان,Rated 1 stars out of five stars,"June 6, 2022"
3944,Miza norazman,veryy good,Rated 5 stars out of five stars,"June 7, 2022"
3945,Qulo 11,nice,Rated 5 stars out of five stars,"June 8, 2022"
3946,alleenmaar gekte,Kk app,Rated 1 stars out of five stars,"June 7, 2022"
3947,JAwad112 112,بس,Rated 2 stars out of five stars,"June 7, 2022"
3948,Dilara Diomina,"Не могу войти, слишком много попыток, уже второй день",Rated 1 stars out of five stars,"June 5, 2022"
3949,jemuq,لو يصير زي الايفون بس اعطيه 6 من 5,Rated 2 stars out of five stars,"June 1, 2022"
3950,meral alharthi,اي بس يوم صحباتي او اي احد يضيفني ما يطلع لي,Rated 5 stars out of five stars,"May 28, 2022"
3951,RG Alshammary,Bad 👎 application,Rated 1 stars out of five stars,"May 30, 2022"
3952,Shiena Crystel Castro,Ang pangit po,Rated 1 stars out of five stars,"May 28, 2022"
3953,namrata,cute,Rated 5 stars out of five stars,"June 5, 2022"
3954,Евгений Зеленов,Not working 😡,Rated 1 stars out of five stars,"June 6, 2022"
3955,AHMED MOHAMMED,مره رهيببب,Rated 5 stars out of five stars,"June 5, 2022"
3956,wu qian,Sooo baaadd,Rated 1 stars out of five stars,"June 5, 2022"
3957,Mmo Saa,خرا,Rated 1 stars out of five stars,"June 2, 2022"
3958,Yamam Ahmed,يجننن,Rated 5 stars out of five stars,"June 2, 2022"
